Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Year,Month,Weekday,Total Markdown
9,30-09-2011,78.45,3.36,0,0,0,0,0,220.32,6.4,FALSE,2011,September,Friday,0
9,07-10-2011,72.62,3.29,0,0,0,0,0,220.66,6.05,FALSE,2011,October,Friday,0
9,14-10-2011,67.27,3.27,0,0,0,0,0,220.98,6.05,FALSE,2011,October,Friday,0
9,21-10-2011,65.46,3.35,0,0,0,0,0,221.15,6.05,FALSE,2011,October,Friday,0
9,28-10-2011,63.96,3.37,0,0,0,0,0,221.32,6.05,FALSE,2011,October,Friday,0
9,04-11-2011,54.46,3.33,0,0,0,0,0,221.48,6.05,FALSE,2011,November,Friday,0
9,11-11-2011,58.28,3.3,3235.06,1645.11,63.15,1580.98,2209.21,221.65,6.05,FALSE,2011,November,Friday,8734
9,18-11-2011,58.8,3.31,3648.4,2.63,21.12,1639.62,3623.62,221.88,6.05,FALSE,2011,November,Friday,8935
9,25-11-2011,54.32,3.24,121.57,0,44061.13,247.83,8294.47,222.14,6.05,TRUE,2011,November,Friday,52725
9,02-12-2011,46.84,3.17,1237.88,0,1330.53,643.78,8323.51,222.4,6.05,FALSE,2011,December,Friday,11536
9,09-12-2011,37.65,3.16,3075.89,0,248.8,822.69,7585.2,222.66,6.05,FALSE,2011,December,Friday,11733
9,16-12-2011,47.31,3.16,2755.9,0,136.48,384.78,2240.49,222.88,6.05,FALSE,2011,December,Friday,5518
9,23-12-2011,44.43,3.11,719.14,0.24,318.75,17.72,2357.19,223.07,6.05,FALSE,2011,December,Friday,3413
9,30-12-2011,43.41,3.13,2155.73,14481.63,44.07,237.84,3699.24,223.25,6.05,TRUE,2011,December,Friday,20619
9,06-01-2012,47.54,3.16,3597.08,6203.76,11.2,3743.55,1912.75,223.43,5.67,FALSE,2012,January,Friday,15468
9,13-01-2012,42.44,3.26,4731.1,2959.36,0,129.27,3416.48,223.62,5.67,FALSE,2012,January,Friday,11236
9,20-01-2012,51.56,3.27,910.51,234.36,0,117.08,6081.04,223.71,5.67,FALSE,2012,January,Friday,7343
9,27-01-2012,49.38,3.29,489.19,283.85,0,22.5,2888.79,223.81,5.67,FALSE,2012,January,Friday,3684
9,03-02-2012,54.43,3.36,19289.22,527.14,4.46,9955.21,3428.92,223.9,5.67,FALSE,2012,February,Friday,33205
9,10-02-2012,44.03,3.41,5619.8,1595.17,1.71,4740.66,4494.14,224,5.67,TRUE,2012,February,Friday,16451
9,17-02-2012,43.81,3.51,4572.81,5448.91,6,945.06,7589.85,224.16,5.67,FALSE,2012,February,Friday,18563
9,24-02-2012,53.67,3.56,3801.98,4010.13,1,586.06,7315.09,224.37,5.67,FALSE,2012,February,Friday,15714
9,02-03-2012,57.2,3.63,6268.15,154.97,0,3557.17,1878.44,224.59,5.67,FALSE,2012,March,Friday,11859
9,09-03-2012,54.03,3.67,3923.2,96.52,17.36,990.11,2755.72,224.8,5.67,FALSE,2012,March,Friday,7783
9,16-03-2012,59.94,3.73,1913.05,1.8,7.33,436.67,14026.36,224.96,5.67,FALSE,2012,March,Friday,16385
9,23-03-2012,58.79,3.79,1681.15,1.8,0.68,414.45,466.42,225.03,5.67,FALSE,2012,March,Friday,2565
9,30-03-2012,67.87,3.85,3669.95,15.98,0,69.02,2049.16,225.11,5.67,FALSE,2012,March,Friday,5804
9,06-04-2012,68.83,3.89,4876.77,0,10,1201.8,8545.16,225.18,5.54,FALSE,2012,April,Friday,14634
9,13-04-2012,69.19,3.89,4939.14,856.32,0,290.87,807,225.26,5.54,FALSE,2012,April,Friday,6893
9,20-04-2012,68.04,3.88,910.31,121.25,2,265.55,1146.34,225.31,5.54,FALSE,2012,April,Friday,2445
9,27-04-2012,73.07,3.81,409.76,0,0.4,7.88,7179.53,225.37,5.54,FALSE,2012,April,Friday,7598
9,04-05-2012,78.98,3.75,5917.56,0,68,969.06,647.76,225.42,5.54,FALSE,2012,May,Friday,7602
9,11-05-2012,70.94,3.69,4727.8,0,1.04,356.78,1077.81,225.48,5.54,FALSE,2012,May,Friday,6163
9,18-05-2012,69.52,3.63,1926.92,0,0.24,426.51,2968.78,225.49,5.54,FALSE,2012,May,Friday,5322
9,25-05-2012,79.69,3.56,1574.27,0,361.83,81.12,5286.38,225.49,5.54,FALSE,2012,May,Friday,7304
9,01-06-2012,80.26,3.5,2542.14,35.6,76.8,374.37,3413.57,225.49,5.54,FALSE,2012,June,Friday,6442
9,08-06-2012,78.91,3.45,3564.15,142.2,0.3,81.26,5518.29,225.49,5.54,FALSE,2012,June,Friday,9306
9,15-06-2012,82.21,3.39,3296.23,176.4,50.03,780.78,4209.82,225.51,5.54,FALSE,2012,June,Friday,8513
9,22-06-2012,81.05,3.35,2886.26,3.8,0,1270.8,4545.91,225.55,5.54,FALSE,2012,June,Friday,8707
9,29-06-2012,87.18,3.29,2073.16,120,0,31.75,2792.7,225.59,5.54,FALSE,2012,June,Friday,5018
9,06-07-2012,84.15,3.23,3165.17,87.2,8.08,1642.41,2096.86,225.63,5.28,FALSE,2012,July,Friday,7000
9,13-07-2012,82.39,3.26,3031.81,0,2.02,47.76,4554.39,225.68,5.28,FALSE,2012,July,Friday,7636
9,20-07-2012,83.39,3.31,1107.97,0.5,5.85,862.28,1986.24,225.69,5.28,FALSE,2012,July,Friday,3963
9,27-07-2012,86.41,3.41,1042.73,8,1.66,1129.2,2929.43,225.7,5.28,FALSE,2012,July,Friday,5111
9,03-08-2012,90.23,3.42,11864.5,61,0.22,1659.09,2176.37,225.71,5.28,FALSE,2012,August,Friday,15761
9,10-08-2012,88.66,3.49,3180.78,-9.94,1.4,2112.03,2314.58,225.72,5.28,FALSE,2012,August,Friday,7599
9,17-08-2012,86.37,3.57,975.91,0,3,325.68,670.48,225.8,5.28,FALSE,2012,August,Friday,1975
9,24-08-2012,77.9,3.62,1524.71,0,1.8,501.16,4241.59,225.94,5.28,FALSE,2012,August,Friday,6269
9,31-08-2012,80.71,3.64,5758.14,0,17.6,2828.89,1884.13,226.07,5.28,FALSE,2012,August,Friday,10489
9,07-09-2012,87.93,3.73,4837.99,-5.96,22.74,602.8,1377.59,226.21,5.28,TRUE,2012,September,Friday,6835
9,14-09-2012,73.55,3.72,2640.68,0,10.75,385.53,4276.03,226.36,5.28,FALSE,2012,September,Friday,7313
9,21-09-2012,69.92,3.72,1887.95,1.91,0,273.53,4626.19,226.56,5.28,FALSE,2012,September,Friday,6790
9,28-09-2012,76.8,3.67,1699.68,1.91,0.55,190.38,1819.15,226.76,5.28,FALSE,2012,September,Friday,3712
9,05-10-2012,66.61,3.62,2657.57,0,3.01,1107.79,1560.55,226.97,4.95,FALSE,2012,October,Friday,5329
9,12-10-2012,60.09,3.6,520.41,0,6.01,0,2839.84,227.17,4.95,FALSE,2012,October,Friday,3366
9,19-10-2012,68.01,3.59,545.72,0,8,28.94,3098.87,227.21,4.95,FALSE,2012,October,Friday,3682
9,26-10-2012,69.52,3.51,512.23,3,8,0,1666.38,227.23,4.95,FALSE,2012,October,Friday,2190
9,02-11-2012,56.26,3.39,2291.26,2178.48,65.25,20.52,1347.79,227.25,4.95,FALSE,2012,November,Friday,5903
9,09-11-2012,63.9,3.31,3595.06,2243.43,27.65,1000.2,1881.75,227.27,4.95,FALSE,2012,November,Friday,8748
9,16-11-2012,53.15,3.25,1675.29,278.78,35.64,153.18,1749.12,227.3,4.95,FALSE,2012,November,Friday,3892
9,23-11-2012,59.74,3.21,2.5,0.02,55952.99,14.64,310.72,227.35,4.95,TRUE,2012,November,Friday,56281
9,30-11-2012,53.86,3.21,1383.39,0,5101.2,101.22,8336.61,227.41,4.95,FALSE,2012,November,Friday,14922
9,07-12-2012,61.19,3.2,2521.31,0,388,171.98,4047.33,227.46,4.95,FALSE,2012,December,Friday,7129
9,14-12-2012,46.2,3.17,1789.62,0,182,26.91,1233.42,227.52,4.95,FALSE,2012,December,Friday,3232
9,21-12-2012,53.23,3.1,1374.65,107.88,205.02,0,421.38,227.64,4.95,FALSE,2012,December,Friday,2109
9,28-12-2012,40.51,3.11,4089.65,7901.92,292.62,146.64,142.75,227.76,4.95,TRUE,2012,December,Friday,12574
9,04-01-2013,34.65,3.16,894.63,5462.31,11.72,0,1750.05,227.88,5.05,FALSE,2013,January,Friday,8119
9,11-01-2013,42.47,3.24,2071.62,3716.52,1.48,27.44,3263.71,228,5.05,FALSE,2013,January,Friday,9081
9,18-01-2013,36.34,3.24,3421.04,1401.49,2.88,381.88,1418.05,228.04,5.05,FALSE,2013,January,Friday,6625
9,25-01-2013,49.14,3.23,200.46,348.2,-14.29,59,2162.77,228.03,5.05,FALSE,2013,January,Friday,2756
9,01-02-2013,52.1,3.24,1879.84,168.58,60,1906.67,2777.26,228.03,5.05,FALSE,2013,February,Friday,6792
9,08-02-2013,52.91,3.42,24879.62,283.19,23.36,11771.16,7923.44,228.02,5.05,TRUE,2013,February,Friday,44881
9,15-02-2013,46.86,3.48,4934.31,1410.08,0.18,1471.88,1929.96,228.06,5.05,FALSE,2013,February,Friday,9746
9,22-02-2013,45.91,3.6,2810.86,1405.04,-179.26,63.12,3593.56,228.21,5.05,FALSE,2013,February,Friday,7693
9,01-03-2013,43.73,3.71,3203.42,155.89,0,4.87,2740.31,228.35,5.05,FALSE,2013,March,Friday,6104
9,08-03-2013,54.57,3.66,7327.86,14.52,20.3,970.77,2610.21,228.5,5.05,FALSE,2013,March,Friday,10944
9,15-03-2013,56.06,3.62,2546.99,0,0.18,72.19,2078.03,228.63,5.05,FALSE,2013,March,Friday,4697
9,22-03-2013,60,3.61,3054.45,0,440,472.45,1255.31,228.71,5.05,FALSE,2013,March,Friday,5222
9,29-03-2013,52.04,3.61,2347.73,0,333.84,0,1843.46,228.8,5.05,FALSE,2013,March,Friday,4525
9,05-04-2013,56.16,3.58,5976.92,627.38,269.52,614.76,1442.47,228.89,4.89,FALSE,2013,April,Friday,8931
9,12-04-2013,63.1,3.53,1113,136.6,29.28,104.16,4195.31,228.98,4.89,FALSE,2013,April,Friday,5578
9,19-04-2013,66.36,3.45,1769.37,0,97.1,0,3594.24,228.98,4.89,FALSE,2013,April,Friday,5461
9,26-04-2013,59.94,3.42,316.93,0,95,7.76,547.5,228.98,4.89,FALSE,2013,April,Friday,967
9,03-05-2013,66.21,3.39,1984.01,0,15,771.12,4198.23,172.46,7.83,FALSE,2013,May,Friday,6968
9,10-05-2013,65.33,3.39,1944.79,24,60.14,53.46,3130.68,172.46,7.83,FALSE,2013,May,Friday,5213
9,17-05-2013,72.03,3.45,1198.65,25.94,0.06,292.07,6914.37,172.46,7.83,FALSE,2013,May,Friday,8431
9,24-05-2013,80.06,3.49,2107.41,4,249.17,109.74,2590.06,172.46,7.83,FALSE,2013,May,Friday,5060
9,31-05-2013,78.83,3.47,1573.24,65.11,203.57,5.84,1536.38,172.46,7.83,FALSE,2013,May,Friday,3384
9,07-06-2013,78.83,3.44,3845.78,192.57,128.97,1453.88,2191.72,172.46,7.83,FALSE,2013,June,Friday,7813
9,14-06-2013,79.43,3.43,958.94,119.77,425.36,510.55,1943.57,172.46,7.83,FALSE,2013,June,Friday,3958
9,21-06-2013,79.37,3.48,2301.44,108.68,134.6,336.15,2399.94,172.46,7.83,FALSE,2013,June,Friday,5281
9,28-06-2013,85.76,3.5,1358.51,318.95,0,205.18,2011.68,172.46,7.83,FALSE,2013,June,Friday,3894
9,05-07-2013,80.11,3.42,5382.87,886.86,484.64,1899.92,1478.67,172.46,7.83,FALSE,2013,July,Friday,10133
9,12-07-2013,85.23,3.4,2239.81,594.63,89.7,404.25,1613.78,172.46,7.83,FALSE,2013,July,Friday,4942
9,19-07-2013,75.26,3.56,1040.56,188.09,0,178.85,1507.3,172.46,7.83,FALSE,2013,July,Friday,2915
9,26-07-2013,82.37,3.62,52.43,258.14,0,2.5,1265.6,172.46,7.83,FALSE,2013,July,Friday,1579
10,05-02-2010,54.34,2.96,0,0,0,0,0,126.44,9.77,FALSE,2010,February,Friday,0
10,12-02-2010,49.96,2.83,0,0,0,0,0,126.5,9.77,TRUE,2010,February,Friday,0
10,19-02-2010,58.22,2.92,0,0,0,0,0,126.53,9.77,FALSE,2010,February,Friday,0
10,26-02-2010,52.77,2.83,0,0,0,0,0,126.55,9.77,FALSE,2010,February,Friday,0
10,05-03-2010,55.92,2.88,0,0,0,0,0,126.58,9.77,FALSE,2010,March,Friday,0
10,12-03-2010,52.33,3.03,0,0,0,0,0,126.6,9.77,FALSE,2010,March,Friday,0
10,19-03-2010,61.46,3.05,0,0,0,0,0,126.61,9.77,FALSE,2010,March,Friday,0
10,26-03-2010,60.05,2.98,0,0,0,0,0,126.61,9.77,FALSE,2010,March,Friday,0
10,02-04-2010,63.66,3.09,0,0,0,0,0,126.6,9.52,FALSE,2010,April,Friday,0
10,09-04-2010,65.29,3,0,0,0,0,0,126.6,9.52,FALSE,2010,April,Friday,0
10,16-04-2010,69.74,3.11,0,0,0,0,0,126.56,9.52,FALSE,2010,April,Friday,0
10,23-04-2010,66.42,3.05,0,0,0,0,0,126.47,9.52,FALSE,2010,April,Friday,0
10,30-04-2010,69.76,3.11,0,0,0,0,0,126.38,9.52,FALSE,2010,April,Friday,0
10,07-05-2010,71.06,3.13,0,0,0,0,0,126.29,9.52,FALSE,2010,May,Friday,0
10,14-05-2010,73.88,3.15,0,0,0,0,0,126.21,9.52,FALSE,2010,May,Friday,0
10,21-05-2010,78.32,3.12,0,0,0,0,0,126.18,9.52,FALSE,2010,May,Friday,0
10,28-05-2010,76.67,3.06,0,0,0,0,0,126.16,9.52,FALSE,2010,May,Friday,0
10,04-06-2010,82.82,2.94,0,0,0,0,0,126.14,9.52,FALSE,2010,June,Friday,0
10,11-06-2010,89.67,3.06,0,0,0,0,0,126.11,9.52,FALSE,2010,June,Friday,0
10,18-06-2010,83.49,2.94,0,0,0,0,0,126.11,9.52,FALSE,2010,June,Friday,0
10,25-06-2010,90.32,3.08,0,0,0,0,0,126.13,9.52,FALSE,2010,June,Friday,0
10,02-07-2010,92.89,2.98,0,0,0,0,0,126.14,9.2,FALSE,2010,July,Friday,0
10,09-07-2010,91.03,3.1,0,0,0,0,0,126.15,9.2,FALSE,2010,July,Friday,0
10,16-07-2010,91.8,2.97,0,0,0,0,0,126.15,9.2,FALSE,2010,July,Friday,0
10,23-07-2010,88.44,3.11,0,0,0,0,0,126.13,9.2,FALSE,2010,July,Friday,0
10,30-07-2010,85.03,3.02,0,0,0,0,0,126.11,9.2,FALSE,2010,July,Friday,0
10,06-08-2010,86.13,3.12,0,0,0,0,0,126.09,9.2,FALSE,2010,August,Friday,0
10,13-08-2010,88.37,3.05,0,0,0,0,0,126.06,9.2,FALSE,2010,August,Friday,0
10,20-08-2010,89.88,3.04,0,0,0,0,0,126.08,9.2,FALSE,2010,August,Friday,0
10,27-08-2010,84.99,3.02,0,0,0,0,0,126.09,9.2,FALSE,2010,August,Friday,0
10,03-09-2010,83.8,3.09,0,0,0,0,0,126.1,9.2,FALSE,2010,September,Friday,0
10,10-09-2010,84.04,2.96,0,0,0,0,0,126.11,9.2,TRUE,2010,September,Friday,0
10,17-09-2010,85.52,3.03,0,0,0,0,0,126.15,9.2,FALSE,2010,September,Friday,0
10,24-09-2010,85.75,2.94,0,0,0,0,0,126.19,9.2,FALSE,2010,September,Friday,0
10,01-10-2010,86.01,3,0,0,0,0,0,126.23,9,FALSE,2010,October,Friday,0
10,08-10-2010,77.04,2.92,0,0,0,0,0,126.28,9,FALSE,2010,October,Friday,0
10,15-10-2010,75.48,3.08,0,0,0,0,0,126.33,9,FALSE,2010,October,Friday,0
10,22-10-2010,68.12,3.01,0,0,0,0,0,126.38,9,FALSE,2010,October,Friday,0
10,29-10-2010,68.76,3.13,0,0,0,0,0,126.44,9,FALSE,2010,October,Friday,0
10,05-11-2010,71.04,3.01,0,0,0,0,0,126.49,9,FALSE,2010,November,Friday,0
10,12-11-2010,61.24,3.13,0,0,0,0,0,126.55,9,FALSE,2010,November,Friday,0
10,19-11-2010,58.83,3.05,0,0,0,0,0,126.61,9,FALSE,2010,November,Friday,0
10,26-11-2010,55.33,3.16,0,0,0,0,0,126.67,9,TRUE,2010,November,Friday,0
10,03-12-2010,51.17,3.04,0,0,0,0,0,126.73,9,FALSE,2010,December,Friday,0
10,10-12-2010,60.51,3.09,0,0,0,0,0,126.79,9,FALSE,2010,December,Friday,0
10,17-12-2010,59.15,3.13,0,0,0,0,0,126.88,9,FALSE,2010,December,Friday,0
10,24-12-2010,57.06,3.24,0,0,0,0,0,126.98,9,FALSE,2010,December,Friday,0
10,31-12-2010,49.67,3.15,0,0,0,0,0,127.09,9,TRUE,2010,December,Friday,0
10,07-01-2011,43.43,3.29,0,0,0,0,0,127.19,8.74,FALSE,2011,January,Friday,0
10,14-01-2011,49.98,3.31,0,0,0,0,0,127.3,8.74,FALSE,2011,January,Friday,0
10,21-01-2011,56.75,3.34,0,0,0,0,0,127.44,8.74,FALSE,2011,January,Friday,0
10,28-01-2011,53.03,3.23,0,0,0,0,0,127.58,8.74,FALSE,2011,January,Friday,0
10,04-02-2011,44.88,3.35,0,0,0,0,0,127.72,8.74,FALSE,2011,February,Friday,0
10,11-02-2011,51.51,3.38,0,0,0,0,0,127.86,8.74,TRUE,2011,February,Friday,0
10,18-02-2011,61.77,3.43,0,0,0,0,0,128,8.74,FALSE,2011,February,Friday,0
10,25-02-2011,53.59,3.4,0,0,0,0,0,128.13,8.74,FALSE,2011,February,Friday,0
10,04-03-2011,56.96,3.67,0,0,0,0,0,128.26,8.74,FALSE,2011,March,Friday,0
10,11-03-2011,64.22,3.63,0,0,0,0,0,128.4,8.74,FALSE,2011,March,Friday,0
10,18-03-2011,70.12,3.89,0,0,0,0,0,128.51,8.74,FALSE,2011,March,Friday,0
10,25-03-2011,62.53,3.72,0,0,0,0,0,128.62,8.74,FALSE,2011,March,Friday,0
10,01-04-2011,67.64,3.77,0,0,0,0,0,128.72,8.49,FALSE,2011,April,Friday,0
10,08-04-2011,73.03,3.82,0,0,0,0,0,128.82,8.49,FALSE,2011,April,Friday,0
10,15-04-2011,61.05,4.09,0,0,0,0,0,128.91,8.49,FALSE,2011,April,Friday,0
10,22-04-2011,75.93,3.92,0,0,0,0,0,128.96,8.49,FALSE,2011,April,Friday,0
10,29-04-2011,73.38,4.15,0,0,0,0,0,129,8.49,FALSE,2011,April,Friday,0
10,06-05-2011,73.56,4.19,0,0,0,0,0,129.04,8.49,FALSE,2011,May,Friday,0
10,13-05-2011,74.04,4.2,0,0,0,0,0,129.09,8.49,FALSE,2011,May,Friday,0
10,20-05-2011,72.62,3.99,0,0,0,0,0,129.08,8.49,FALSE,2011,May,Friday,0
10,27-05-2011,78.62,3.93,0,0,0,0,0,129.06,8.49,FALSE,2011,May,Friday,0
10,03-06-2011,81.87,3.89,0,0,0,0,0,129.05,8.49,FALSE,2011,June,Friday,0
10,10-06-2011,84.57,3.98,0,0,0,0,0,129.04,8.49,FALSE,2011,June,Friday,0
10,17-06-2011,87.96,3.94,0,0,0,0,0,129.04,8.49,FALSE,2011,June,Friday,0
10,24-06-2011,90.69,3.81,0,0,0,0,0,129.07,8.49,FALSE,2011,June,Friday,0
10,01-07-2011,95.36,3.84,0,0,0,0,0,129.09,8.26,FALSE,2011,July,Friday,0
10,08-07-2011,88.57,3.79,0,0,0,0,0,129.11,8.26,FALSE,2011,July,Friday,0
10,15-07-2011,86.01,3.78,0,0,0,0,0,129.13,8.26,FALSE,2011,July,Friday,0
10,22-07-2011,88.59,3.7,0,0,0,0,0,129.15,8.26,FALSE,2011,July,Friday,0
10,29-07-2011,86.75,3.69,0,0,0,0,0,129.17,8.26,FALSE,2011,July,Friday,0
10,05-08-2011,89.8,3.8,0,0,0,0,0,129.18,8.26,FALSE,2011,August,Friday,0
10,12-08-2011,85.61,3.79,0,0,0,0,0,129.2,8.26,FALSE,2011,August,Friday,0
10,19-08-2011,87.4,3.74,0,0,0,0,0,129.24,8.26,FALSE,2011,August,Friday,0
10,26-08-2011,91.59,3.66,0,0,0,0,0,129.28,8.26,FALSE,2011,August,Friday,0
10,02-09-2011,91.61,3.8,0,0,0,0,0,129.33,8.26,FALSE,2011,September,Friday,0
10,09-09-2011,89.06,3.77,0,0,0,0,0,129.37,8.26,TRUE,2011,September,Friday,0
10,16-09-2011,77.49,3.78,0,0,0,0,0,129.43,8.26,FALSE,2011,September,Friday,0
10,23-09-2011,82.51,3.79,0,0,0,0,0,129.52,8.26,FALSE,2011,September,Friday,0
10,30-09-2011,82.27,3.88,0,0,0,0,0,129.61,8.26,FALSE,2011,September,Friday,0
10,07-10-2011,75.01,3.83,0,0,0,0,0,129.69,7.87,FALSE,2011,October,Friday,0
10,14-10-2011,70.27,3.7,0,0,0,0,0,129.77,7.87,FALSE,2011,October,Friday,0
10,21-10-2011,77.91,3.84,0,0,0,0,0,129.78,7.87,FALSE,2011,October,Friday,0
10,28-10-2011,72.79,3.84,0,0,0,0,0,129.79,7.87,FALSE,2011,October,Friday,0
10,04-11-2011,68.57,3.83,0,0,0,0,0,129.81,7.87,FALSE,2011,November,Friday,0
10,11-11-2011,55.28,3.68,13444.17,14909.99,752.18,4320.22,5896.3,129.82,7.87,FALSE,2011,November,Friday,39323
10,18-11-2011,58.97,3.67,3886.23,708.7,115.18,695.54,9141.32,129.83,7.87,FALSE,2011,November,Friday,14547
10,25-11-2011,60.68,3.76,174.72,329,141630.61,79,1009.98,129.84,7.87,TRUE,2011,November,Friday,143223
10,02-12-2011,57.29,3.7,7772.17,240,4737.51,6615.5,36360.42,129.85,7.87,FALSE,2011,December,Friday,55726
10,09-12-2011,42.58,3.64,7010.08,74.24,1019.36,5124.86,9458.28,129.86,7.87,FALSE,2011,December,Friday,22687
10,16-12-2011,50.53,3.49,2200.27,337.44,1203.16,158.52,3475.95,129.9,7.87,FALSE,2011,December,Friday,7375
10,23-12-2011,48.36,3.54,300.02,77.73,2432.01,108.37,4078.21,129.98,7.87,FALSE,2011,December,Friday,6996
10,30-12-2011,48.92,3.43,7676.36,104519.54,179.82,1573.87,3732.93,130.07,7.87,TRUE,2011,December,Friday,117683
10,06-01-2012,59.85,3.44,7737.75,38456.09,39.72,305.2,5408.08,130.16,7.55,FALSE,2012,January,Friday,51947
10,13-01-2012,51,3.48,5203.77,14424.42,1.38,597.55,5659.57,130.24,7.55,FALSE,2012,January,Friday,25887
10,20-01-2012,54.51,3.66,2972.31,3286.44,1,644.03,5331.52,130.28,7.55,FALSE,2012,January,Friday,12235
10,27-01-2012,53.59,3.68,3242.59,1646.86,0,45.8,1691.83,130.31,7.55,FALSE,2012,January,Friday,6627
10,03-02-2012,56.85,3.54,42468.4,1985.73,174.33,33345.34,5609.77,130.35,7.55,FALSE,2012,February,Friday,83584
10,10-02-2012,55.73,3.72,8414.22,861.38,66.96,6806.11,5723,130.38,7.55,TRUE,2012,February,Friday,21872
10,17-02-2012,54.12,3.78,20174.89,8935.08,10.8,6330.02,12821.24,130.45,7.55,FALSE,2012,February,Friday,48272
10,24-02-2012,56.02,3.95,13929.09,4614.67,0,596.5,6528.31,130.55,7.55,FALSE,2012,February,Friday,25669
10,02-03-2012,57.62,3.88,22685.06,152.91,48.76,5831.75,2808.95,130.65,7.55,FALSE,2012,March,Friday,31527
10,09-03-2012,57.65,3.96,11265.62,7.9,14.95,919.45,2473.83,130.74,7.55,FALSE,2012,March,Friday,14682
10,16-03-2012,62.11,4.27,3977.45,-10.5,6.03,1928.5,2273.92,130.83,7.55,FALSE,2012,March,Friday,8175
10,23-03-2012,56.54,4.29,4034.35,3.1,4.08,480.89,2194.51,130.9,7.55,FALSE,2012,March,Friday,6717
10,30-03-2012,67.92,4.29,7388.74,7.8,0,574.87,4035.49,130.97,7.55,FALSE,2012,March,Friday,12007
10,06-04-2012,65.99,4.28,9256,0,23.74,4802.15,8553.67,131.04,7.38,FALSE,2012,April,Friday,22636
10,13-04-2012,70.28,4.25,7299.64,10818.3,27.47,3675.97,1148.04,131.11,7.38,FALSE,2012,April,Friday,22969
10,20-04-2012,67.75,4.11,4973.95,4561.31,5.17,1953.72,3653.48,131.12,7.38,FALSE,2012,April,Friday,15148
10,27-04-2012,80.11,4.09,3444.43,1.5,3.39,124.18,2906.22,131.13,7.38,FALSE,2012,April,Friday,6480
10,04-05-2012,77.02,4.06,18275.88,0,21.31,4872.45,2722.29,131.14,7.38,FALSE,2012,May,Friday,25892
10,11-05-2012,76.03,4.19,10837.25,0,105.67,4736.02,2747.36,131.15,7.38,FALSE,2012,May,Friday,18426
10,18-05-2012,85.19,4.31,9630.62,0,9.46,972.85,2986.24,131.1,7.38,FALSE,2012,May,Friday,13599
10,25-05-2012,86.03,4.13,7786.58,0,712.2,1701.28,3214.55,131.03,7.38,FALSE,2012,May,Friday,13415
10,01-06-2012,80.06,4.28,11614.41,0,172.39,2945.55,1528.02,130.96,7.38,FALSE,2012,June,Friday,16260
10,08-06-2012,86.87,4.1,7184.69,31,338.26,637.39,5399.57,130.89,7.38,FALSE,2012,June,Friday,13591
10,15-06-2012,88.58,4.14,6017.71,18.8,41.99,2052.91,4250.19,130.83,7.38,FALSE,2012,June,Friday,12382
10,22-06-2012,89.92,4.01,7684.55,12.6,1.17,3375.65,7210.53,130.79,7.38,FALSE,2012,June,Friday,18285
10,29-06-2012,91.36,3.88,3339.88,22,0,1119.45,3710.52,130.76,7.38,FALSE,2012,June,Friday,8192
10,06-07-2012,86.87,3.67,12644.88,11.2,4.12,5763.56,4746.94,130.72,7.17,FALSE,2012,July,Friday,23171
10,13-07-2012,89.8,3.72,7069.25,5,0.32,8194.36,1372.82,130.68,7.17,FALSE,2012,July,Friday,16642
10,20-07-2012,84.45,3.59,6596.8,-1.6,44.6,4275.27,10650.28,130.7,7.17,FALSE,2012,July,Friday,21565
10,27-07-2012,83.98,3.77,9511.34,0,8.87,16376.33,3062.22,130.72,7.17,FALSE,2012,July,Friday,28959
10,03-08-2012,84.76,3.6,37194.44,0,53.4,21623.93,2549.27,130.74,7.17,FALSE,2012,August,Friday,61421
10,10-08-2012,90.78,3.81,15282.47,0,58.8,5537.01,14827.71,130.76,7.17,FALSE,2012,August,Friday,35706
10,17-08-2012,88.83,4,4407.9,0,7.2,3037.56,3717.52,130.79,7.17,FALSE,2012,August,Friday,11170
10,24-08-2012,82.5,4.06,11322.69,0,34,6602.59,7256.22,130.84,7.17,FALSE,2012,August,Friday,25216
10,31-08-2012,86.97,3.89,26218.85,0,68.24,12440.51,3544.68,130.89,7.17,FALSE,2012,August,Friday,42272
10,07-09-2012,83.07,4.12,11848.88,20,47.52,3530.47,2552.3,130.93,7.17,TRUE,2012,September,Friday,17999
10,14-09-2012,78.47,3.97,10389.14,0,15.97,4943.53,7618.04,130.98,7.17,FALSE,2012,September,Friday,22967
10,21-09-2012,81.93,4.13,11273.56,245.91,27,2976.5,7950.03,131.01,7.17,FALSE,2012,September,Friday,22473
10,28-09-2012,82.52,3.97,6091.96,62.82,2.82,3350.88,1751.75,131.04,7.17,FALSE,2012,September,Friday,11260
10,05-10-2012,80.88,4.13,8975.95,0,46.24,9546.75,7186.77,131.08,6.94,FALSE,2012,October,Friday,25756
10,12-10-2012,76.03,4.47,2674.51,0,10.32,1390.15,8116.13,131.11,6.94,FALSE,2012,October,Friday,12191
10,19-10-2012,72.71,4.45,3067.64,0,53.6,967.02,2705.58,131.15,6.94,FALSE,2012,October,Friday,6794
10,26-10-2012,70.5,4.3,9657.93,63.3,100,1925.87,834.57,131.19,6.94,FALSE,2012,October,Friday,12582
10,02-11-2012,70.79,4.1,25680.2,6037.06,44.68,17412.04,4223.05,131.24,6.94,FALSE,2012,November,Friday,53397
